Mod:Item:MetaData, Localized Name
BuildCraft|Factory:pumpBlock, Pump
BuildCraft|Factory:floodGateBlock, Flood Gate
BuildCraft|Factory:refineryBlock, Refinery
BuildCraft|Factory:blockHopper, Chute
BuildCraft|Builders:machineBlock, Quarry
BuildCraft|Builders:fillerBlock, Filler
BuildCraft|Builders:frameBlock, Frame
BuildCraft|Builders:builderBlock, Builder
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BuildCraft|Builders:architectBlock, Architect Table
BuildCraft|Builders:libraryBlock, Electronic Library
BuildCraft|Builders:constructionMarkerBlock, Construction Mark
BuildCraft|Robotics:zonePlan, Zone Planner
BuildCraft|Robotics:requester, Requester
exnihilo:barrel:0, Oak Barrel
exnihilo:barrel:1, Spruce Barrel
exnihilo:barrel:2, Birch Barrel
exnihilo:barrel:3, Jungle Barrel
exnihilo:barrel:4, Acacia Barrel
exnihilo:barrel:5, Dark Oak Barrel
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, Dust
exnihilo:infested_leaves:0, Infested Leaves
exnihilo:sifting_table:0, Oak Sieve
exnihilo:sifting_table:1, Spruce Sieve
exnihilo:sifting_table:2, Birch Sieve
exnihilo:sifting_table:3, Jungle Sieve
exnihilo:sifting_table:4, Acacia Sieve
exnihilo:sifting_table:5, Dark Oak Sieve
exnihilo:bee_trap, Artificial Hive
exnihilo:bee_trap_treated, Scented Artificial Hive
exnihilo:exnihilo.gravel_nether, Crushed Netherrack
exnihilo:exnihilo.gravel_ender, Crushed End Stone
exnihilo:witchwater, Witch Water
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock:0, ME Fluid Interface
extracells:ecbaseblock:1, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive [WIP]
extracells:vibrantchamberfluid, Fluid Vibration Chamber
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, ic2.blockMetalCopper
IC2:blockMetal:1, ic2.blockMetalTin
IC2:blockMetal:2, ic2.blockMetalBronze
IC2:blockMetal:3, ic2.blockMetalUranium
IC2:blockMetal:4, ic2.blockMetalLead
IC2:blockMetal:5, ic2.blockMetalAdvIron
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
IC2:blockMachine3:4, ic2.blockFluidDistributor
IC2:blockMachine3:5, ic2.blockSortingMachine
IC2:blockMachine3:6, ic2.blockItemBuffer
IC2:blockMachine3:7, ic2.blockCropHavester
IC2:blockMachine3:8, ic2.blockLathe
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, ic2.blockPersonalChest
IC2:blockPersonal:1, ic2.blockPersonalTrader
IC2:blockPersonal:2, ic2.blockPersonalTraderEnergy
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
GalacticraftCore:tile.landingPad:0, Rocket Launch Pad
GalacticraftCore:tile.landingPad:1, Buggy Fueling Pad
GalacticraftCore:tile.landingPadFull, Rocket Launch Pad
GalacticraftCore:tile.unlitTorch, Torch
GalacticraftCore:tile.unlitTorchLit, Torch
GalacticraftCore:tile.breatheableAir, tile.breatheableAir.name
GalacticraftCore:tile.brightAir, tile.brightAir.name
GalacticraftCore:tile.brightBreathableAir, tile.brightBreathableAir.name
GalacticraftCore:tile.oxygenCollector, Oxygen Collector
GalacticraftCore:tile.oxygenCompressor:0, Oxygen Compressor
GalacticraftCore:tile.oxygenCompressor:4, Oxygen Decompressor
GalacticraftCore:tile.distributor, Oxygen Bubble Distributor
GalacticraftCore:tile.sealer, Oxygen Sealer
GalacticraftCore:tile.oxygenDetector, Oxygen Detector
GalacticraftCore:tile.oxygenPipe, Oxygen Pipe
GalacticraftCore:tile.refinery, Refinery
GalacticraftCore:tile.fuelLoader, Fuel Loader
GalacticraftCore:tile.cargo:0, Cargo Loader
GalacticraftCore:tile.cargo:4, Cargo Unloader
GalacticraftCore:tile.rocketWorkbench, NASA Workbench
GalacticraftCore:tile.gcBlockCore:3, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:4, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:5, Copper Ore
GalacticraftCore:tile.gcBlockCore:6, Tin Ore
GalacticraftCore:tile.gcBlockCore:7, Aluminum Ore
GalacticraftCore:tile.gcBlockCore:8, Silicon Ore
GalacticraftCore:tile.gcBlockCore:9, Copper Block
GalacticraftCore:tile.gcBlockCore:10, Tin Block
GalacticraftCore:tile.gcBlockCore:11, Aluminum Block
GalacticraftCore:tile.gcBlockCore:12, Solid Meteoric Iron
GalacticraftCore:tile.airLockFrame:0, Air Lock Frame
GalacticraftCore:tile.airLockFrame:1, Air Lock Controller
GalacticraftCore:tile.airLockSeal, Air Lock Seal
GalacticraftCore:tile.enclosed:14, Sealable Aluminum Wire
GalacticraftCore:tile.enclosed:15, Sealable Heavy Aluminum Wire
GalacticraftCore:tile.enclosed:1, Sealable Oxygen Pipe
GalacticraftCore:tile.spaceStationBase, Space Station arrival block
GalacticraftCore:tile.dummyblock:0, tile.dummyblock.null.name
GalacticraftCore:tile.parachest, Parachest
GalacticraftCore:tile.solar:0, Basic Solar Panel
GalacticraftCore:tile.solar:4, Advanced Solar Panel
GalacticraftCore:tile.dish, Communications Dish
GalacticraftCore:tile.machine:0, Coal Generator
GalacticraftCore:tile.machine:12, Compressor
GalacticraftCore:tile.machine2:0, Electric Compressor
GalacticraftCore:tile.machine2:4, Circuit Fabricator
GalacticraftCore:tile.machine2:8, Oxygen Storage Module
GalacticraftCore:tile.machineTiered:0, Energy Storage Module
GalacticraftCore:tile.machineTiered:4, Electric Furnace
GalacticraftCore:tile.machineTiered:8, Energy Storage Cluster
GalacticraftCore:tile.machineTiered:12, Electric Arc Furnace
GalacticraftCore:tile.aluminumWire:0, Aluminum Wire
GalacticraftCore:tile.aluminumWire:1, Heavy Aluminum Wire
GalacticraftCore:tile.glowstoneTorch, Glowstone Torch
GalacticraftCore:tile.fallenMeteor, Fallen Meteor
GalacticraftCore:tile.moonBlock:0, Copper Ore
GalacticraftCore:tile.moonBlock:1, Tin Ore
GalacticraftCore:tile.moonBlock:2, Cheese Ore
GalacticraftCore:tile.moonBlock:3, Moon Dirt
GalacticraftCore:tile.moonBlock:4, Moon Rock
GalacticraftCore:tile.moonBlock:5, Moon Turf
GalacticraftCore:tile.moonBlock:14, Moon Dungeon Brick
GalacticraftCore:tile.cheeseBlock, Block of Cheese
GalacticraftCore:tile.spinThruster, Spin Thruster
GalacticraftCore:tile.viewScreen, Display Screen
GalacticraftCore:tile.telemetry, Telemetry Unit
GalacticraftCore:tile.arclamp, Arc Lamp
GalacticraftCore:tile.treasureChest, Treasure Chest
GalacticraftCore:tile.tinStairs1, Tin Decoration Stairs
GalacticraftCore:tile.tinStairs2, Tin Decoration Stairs
GalacticraftCore:tile.moonStoneStairs, Moon Rock Stairs
GalacticraftCore:tile.moonBricksStairs, Moon Dungeon Brick Stairs
GalacticraftCore:tile.wallGC:0, Tin Decoration Wall
GalacticraftCore:tile.wallGC:1, Tin Decoration Wall
GalacticraftCore:tile.wallGC:2, Moon Rock Wall
GalacticraftCore:tile.wallGC:3, Moon Dungeon Brick Wall
GalacticraftCore:tile.wallGC:4, Mars Cobblestone Wall
GalacticraftCore:tile.wallGC:5, Mars Dungeon Brick Wall
GalacticraftCore:slabGCHalf:0, Tin Decoration Slab
GalacticraftCore:slabGCHalf:1, Tin Decoration Slab
GalacticraftCore:slabGCHalf:2, Moon Rock Slab
GalacticraftCore:slabGCHalf:3, Moon Dungeon Brick Slab
GalacticraftCore:slabGCHalf:4, Mars Cobblestone Slab
GalacticraftCore:slabGCHalf:5, Mars Dungeon Brick Slab
GalacticraftCore:slabGCDouble:0, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:1, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:2, tile.slabGCDouble.moonSlab.name
GalacticraftCore:slabGCDouble:3, tile.slabGCDouble.moonBricksSlab.name
GalacticraftCore:slabGCDouble:4, tile.slabGCDouble.marsSlab.name
GalacticraftCore:slabGCDouble:5, tile.slabGCDouble.marsBricksSlab.name
GalacticraftMars:tile.treasureT2, Tier 2 Treasure Chest
GalacticraftMars:tile.treasureT3, Tier 3 Treasure Chest
GalacticraftMars:tile.asteroidsBlock:0, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:1, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:2, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:3, Aluminum Ore
GalacticraftMars:tile.asteroidsBlock:4, Ilmenite Ore
GalacticraftMars:tile.asteroidsBlock:5, Iron Ore
GalacticraftMars:tile.walkway, Walkway
GalacticraftMars:tile.walkwayWire, Walkway
GalacticraftMars:tile.walkwayOxygenPipe, Walkway
GalacticraftMars:tile.beamReflector, Energy Beam Reflector
GalacticraftMars:tile.beamReceiver, Energy Beam Receiver
GalacticraftMars:tile.telepadShort, Short Range Telepad
GalacticraftMars:tile.telepadFake, tile.telepadFake.name
GalacticraftMars:tile.denseIce, Dense Ice
GalacticraftMars:tile.minerBase, Astro Miner Base
GalacticraftMars:tile.minerBaseFull, tile.minerBaseFull.name
GalacticraftMars:tile.sludge, Bacterial Sludge
GalacticraftMars:tile.mars:0, Copper Ore
GalacticraftMars:tile.mars:1, Tin Ore
GalacticraftMars:tile.mars:2, Desh Ore
GalacticraftMars:tile.mars:3, Iron Ore
GalacticraftMars:tile.mars:4, Mars Cobblestone
GalacticraftMars:tile.mars:5, Mars Surface Rock
GalacticraftMars:tile.mars:6, Mars Sub-Surface Rock
GalacticraftMars:tile.mars:7, Mars Dungeon Brick
GalacticraftMars:tile.mars:8, Block of Desh
GalacticraftMars:tile.mars:9, Mars Stone
GalacticraftMars:tile.cavernVines, Cavernous Vines
GalacticraftMars:tile.slimelingEgg:0, Red Slimeling Egg
GalacticraftMars:tile.slimelingEgg:1, Blue Slimeling Egg
GalacticraftMars:tile.slimelingEgg:2, Yellow Slimeling Egg
GalacticraftMars:tile.creeperEgg, Creeper Egg
GalacticraftMars:tile.marsMachine:0, Terraformer
GalacticraftMars:tile.marsMachine:4, Cryogenic Chamber
GalacticraftMars:tile.marsMachine:8, Launch Controller
GalacticraftMars:tile.marsMachineT2:0, Gas Liquefier
GalacticraftMars:tile.marsMachineT2:4, Methane Synthesizer
GalacticraftMars:tile.marsMachineT2:8, Water Electrolyzer
GalacticraftMars:tile.marsCobblestoneStairs, Mars Cobblestone Stairs
GalacticraftMars:tile.marsDungeonBricksStairs, Mars Dungeon Brick Stairs
GalacticraftMars:tile.hydrogenPipe, Hydrogen Pipe
ThermalFoundation:Ore:0, Copper Ore
ThermalFoundation:Ore:1, Tin Ore
ThermalFoundation:Ore:2, Silver Ore
ThermalFoundation:Ore:3, Lead Ore
ThermalFoundation:Ore:4, Ferrous Ore
ThermalFoundation:Ore:5, Shiny Ore
ThermalFoundation:Ore:6, Mana Infused Ore
ThermalFoundation:Storage:0, Copper Block
ThermalFoundation:Storage:1, Tin Block
ThermalFoundation:Storage:2, Silver Block
ThermalFoundation:Storage:3, Lead Block
ThermalFoundation:Storage:4, Ferrous Block
ThermalFoundation:Storage:5, Shiny Block
ThermalFoundation:Storage:6, Mana Infused Block
ThermalFoundation:Storage:7, Electrum Block
ThermalFoundation:Storage:8, Invar Block
ThermalFoundation:Storage:9, Bronze Block
ThermalFoundation:Storage:10, Signalum Block
ThermalFoundation:Storage:11, Lumium Block
ThermalFoundation:Storage:12, Enderium Block
ThermalFoundation:FluidRedstone, Destabilized Redstone
ThermalFoundation:FluidGlowstone, Energized Glowstone
ThermalFoundation:FluidEnder, Resonant Ender
ThermalFoundation:FluidPyrotheum, Blazing Pyrotheum
ThermalFoundation:FluidCryotheum, Gelid Cryotheum
ThermalFoundation:FluidAerotheum, Zephyrean Aerotheum
ThermalFoundation:FluidPetrotheum, Tectonic Petrotheum
ThermalFoundation:FluidMana, Primal Mana
ThermalFoundation:FluidSteam, Steam
ThermalFoundation:FluidCoal, Liquifacted Coal
Mystcraft:BlockInkMixer, Ink Mixer
Mystcraft:BlockBookBinder, Book Binder
Mystcraft:BlockBookReceptacle, Book Receptacle
Mystcraft:BlockBookstand, Bookstand
Mystcraft:BlockLectern, Lectern
Mystcraft:BlockDecay:0, Black Decay
Mystcraft:BlockLinkModifier, Link Modifier
Mystcraft:BlockCrystal, Crystal
Mystcraft:LinkPortal, Link Portal
Mystcraft:WritingDesk, Writing Desk
Mystcraft:BlockStarFissure, Star Fissure
Mystcraft:BlockFluidMyst, tile.myst.fluid.name
OpenComputers:accessPoint:0, §cAccess Point§7
OpenComputers:adapter:0, Adapter
OpenComputers:assembler:0, Electronics Assembler
OpenComputers:cable:11250603, Cable
OpenComputers:capacitor:0, Capacitor
OpenComputers:case1:0, Computer Case (Tier 1)
OpenComputers:case3:0, Computer Case (Tier 3)
OpenComputers:case2:0, Computer Case (Tier 2)
OpenComputers:charger:0, Charger
OpenComputers:disassembler:0, Disassembler
OpenComputers:diskDrive:0, Disk Drive
OpenComputers:geolyzer:0, Geolyzer
OpenComputers:hologram1:0, Hologram Projector (Tier 1)
OpenComputers:hologram2:0, Hologram Projector (Tier 2)
OpenComputers:keyboard:0, Keyboard
OpenComputers:motionSensor:0, Motion Sensor
OpenComputers:powerConverter:0, Power Converter
OpenComputers:powerDistributor:0, Power Distributor
OpenComputers:raid:0, Raid
OpenComputers:redstone:0, Redstone I/O
OpenComputers:relay:0, Relay
OpenComputers:screen1:0, Screen (Tier 1)
OpenComputers:screen3:0, Screen (Tier 3)
OpenComputers:screen2:0, Screen (Tier 2)
OpenComputers:rack:0, Rack
OpenComputers:switch:0, §cSwitch§7
OpenComputers:caseCreative:0, Computer Case (Creative)
OpenComputers:microcontroller:0, Microcontroller
OpenComputers:robotAfterimage:0, Robot
OpenComputers:robot:0, Robot.name
OpenComputers:print:0, 3D Print
OpenComputers:printer:0, 3D Printer
OpenComputers:chameliumBlock:0, Block of Chamelium
OpenComputers:waypoint:0, Waypoint
OpenComputers:endstone:0, End Stone
OpenComputers:netSplitter:0, Net Splitter
OpenComputers:transposer:0, Transposer
ThermalDynamics:ThermalDynamics_0:0, Leadstone Fluxduct
ThermalDynamics:ThermalDynamics_0:1, Hardened Fluxduct
ThermalDynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
ThermalDynamics:ThermalDynamics_0:3, Redstone Energy Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:4, Resonant Fluxduct
ThermalDynamics:ThermalDynamics_0:5, Resonant Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:6, Cryo-Stabilized Fluxduct
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
